    12729.470000    12733.000000    12737.870000    12727.000000
    12763.600000    12745.860000    12743.470000    12744.200000
    12720.800000    12735.800000    4.666667E-01       12.266670
    12760.800000
    12742.200000    12729.470000    12733.000000    12737.870000
    12727.000000    12763.600000    12745.860000    12743.470000
    12744.200000    12720.800000      -11.200000    0.000000E+00
    12758.330000
    12721.800000    12742.200000    12729.470000    12733.000000
    12737.870000    12727.000000    12763.600000    12745.860000
    12743.470000    12744.200000      -58.666670      -23.800000
    12743.800000
    12780.140000    12721.800000    12742.200000    12729.470000
    12733.000000    12737.870000    12727.000000    12763.600000
    12745.860000    12743.470000      -21.533330      -41.266670
    12748.870000
    12744.670000    12780.140000    12721.800000    12742.200000
    12729.470000    12733.000000    12737.870000    12727.000000
    12763.600000    12745.860000        6.200000       -5.466667
    12717.600000
    12735.130000    12744.670000    12780.140000    12721.800000
    12742.200000    12729.470000    12733.000000    12737.870000
    12727.000000    12763.600000      -24.733340        1.800000
    12679.330000
    12740.070000    12735.130000    12744.670000    12780.140000
    12721.800000    12742.200000    12729.470000    12733.000000
    12737.870000    12727.000000      -41.600000       -4.133334
    12725.200000
    12735.930000    12740.070000    12735.130000    12744.670000
    12780.140000    12721.800000    12742.200000    12729.470000
    12733.000000    12737.870000      -38.600000      -14.533330
    12733.800000
    12751.930000    12735.930000    12740.070000    12735.130000
    12744.670000    12780.140000    12721.800000    12742.200000
    12729.470000    12733.000000       41.800000        7.733334
    12721.930000
    12730.930000    12751.930000    12735.930000    12740.070000
    12735.130000    12744.670000    12780.140000    12721.800000
    12742.200000    12729.470000       33.866670       20.000000
    12732.060000
    12728.070000    12730.930000    12751.930000    12735.930000
    12740.070000    12735.130000    12744.670000    12780.140000
    12721.800000    12742.200000       28.933330       19.666670
    12755.670000
    12717.660000    12728.070000    12730.930000    12751.930000
    12735.930000    12740.070000    12735.130000    12744.670000
    12780.140000    12721.800000    6.000000E-01        5.466667
    12708.200000
    12733.940000    12717.660000    12728.070000    12730.930000
    12751.930000    12735.930000    12740.070000    12735.130000
    12744.670000    12780.140000      -29.666670       -3.800000
    12714.530000
    12728.670000    12733.940000    12717.660000    12728.070000
    12730.930000    12751.930000    12735.930000    12740.070000
    12735.130000    12744.670000      -35.000000      -14.466670
    12717.730000
    12740.330000    12728.670000    12733.940000    12717.660000
    12728.070000    12730.930000    12751.930000    12735.930000
    12740.070000    12735.130000      -45.200000      -37.266670
    12728.400000
    12760.800000    12740.330000    12728.670000    12733.940000
    12717.660000    12728.070000    12730.930000    12751.930000
    12735.930000    12740.070000      -17.666670      -28.133340
    12755.400000
    12758.330000    12760.800000    12740.330000    12728.670000
    12733.940000    12717.660000    12728.070000    12730.930000
    12751.930000    12735.930000        5.266667       -9.333334
    12753.670000
    12743.800000    12758.330000    12760.800000    12740.330000
    12728.670000    12733.940000    12717.660000    12728.070000
    12730.930000    12751.930000       80.466670       28.600000
    12727.000000
    12748.870000    12743.800000    12758.330000    12760.800000
    12740.330000    12728.670000    12733.940000    12717.660000
    12728.070000    12730.930000       90.000010       61.066670
    12701.070000
    12717.600000    12748.870000    12743.800000    12758.330000
    12760.800000    12740.330000    12728.670000    12733.940000
    12717.660000    12728.070000       40.533340       59.866670
    12715.140000
    12679.330000    12717.600000    12748.870000    12743.800000
    12758.330000    12760.800000    12740.330000    12728.670000
    12733.940000    12717.660000      -53.066670        4.133334
    12702.260000
    12725.200000    12679.330000    12717.600000    12748.870000
    12743.800000    12758.330000    12760.800000    12740.330000
    12728.670000    12733.940000      -55.266670      -27.066670
    12706.860000
    12733.800000    12725.200000    12679.330000    12717.600000
    12748.870000    12743.800000    12758.330000    12760.800000
    12740.330000    12728.670000      -19.600000       -8.733334
    12725.000000
    12721.930000    12733.800000    12725.200000    12679.330000
    12717.600000    12748.870000    12743.800000    12758.330000
    12760.800000    12740.330000   -1.333333E-01       -5.333333
    12755.400000
    12732.060000    12721.930000    12733.800000    12725.200000
    12679.330000    12717.600000    12748.870000    12743.800000
    12758.330000    12760.800000       27.733340        2.533334
    12718.260000
    12755.670000    12732.060000    12721.930000    12733.800000
    12725.200000    12679.330000    12717.600000    12748.870000
    12743.800000    12758.330000       33.133340       14.066670
    12746.000000
    12708.200000    12755.670000    12732.060000    12721.930000
    12733.800000    12725.200000    12679.330000    12717.600000
    12748.870000    12743.800000       38.733330       46.333340
    12762.670000
    12714.530000    12708.200000    12755.670000    12732.060000
    12721.930000    12733.800000    12725.200000    12679.330000
    12717.600000    12748.870000       -5.333333       19.466670
    12743.000000
    12717.730000    12714.530000    12708.200000    12755.670000
    12732.060000    12721.930000    12733.800000    12725.200000
    12679.330000    12717.600000      -50.800000       -8.266667
    12746.660000
    12728.400000    12717.730000    12714.530000    12708.200000
    12755.670000    12732.060000    12721.930000    12733.800000
    12725.200000    12679.330000      -42.066670      -29.533330
    12731.940000
    12755.400000    12728.400000    12717.730000    12714.530000
    12708.200000    12755.670000    12732.060000    12721.930000
    12733.800000    12725.200000      -10.733330      -16.000000
    12683.340000
    12753.670000    12755.400000    12728.400000    12717.730000
    12714.530000    12708.200000    12755.670000    12732.060000
    12721.930000    12733.800000       36.933330        5.066667
    12697.070000
    12727.000000    12753.670000    12755.400000    12728.400000
    12717.730000    12714.530000    12708.200000    12755.670000
    12732.060000    12721.930000       24.333330       38.266670
    12707.340000
    12701.070000    12727.000000    12753.670000    12755.400000
    12728.400000    12717.730000    12714.530000    12708.200000
    12755.670000    12732.060000      -68.466670      -12.133330
    12696.270000
    12715.140000    12701.070000    12727.000000    12753.670000
    12755.400000    12728.400000    12717.730000    12714.530000
    12708.200000    12755.670000      -86.533340      -51.800000
    12702.130000
    12702.260000    12715.140000    12701.070000    12727.000000
    12753.670000    12755.400000    12728.400000    12717.730000
    12714.530000    12708.200000      -53.533340      -35.200000
    12767.540000
    12706.860000    12702.260000    12715.140000    12701.070000
    12727.000000    12753.670000    12755.400000    12728.400000
    12717.730000    12714.530000      -45.066670      -25.133340
    12768.330000
    12725.000000    12706.860000    12702.260000    12715.140000
    12701.070000    12727.000000    12753.670000    12755.400000
    12728.400000    12717.730000      -46.666670      -30.600000
    12743.000000
    12755.400000    12725.000000    12706.860000    12702.260000
    12715.140000    12701.070000    12727.000000    12753.670000
    12755.400000    12728.400000      -16.466670      -47.400000
    12772.870000
    12718.260000    12755.400000    12725.000000    12706.860000
    12702.260000    12715.140000    12701.070000    12727.000000
    12753.670000    12755.400000      -15.133330      -27.133340
    12765.600000
    12746.000000    12718.260000    12755.400000    12725.000000
    12706.860000    12702.260000    12715.140000    12701.070000
    12727.000000    12753.670000       -4.866667       -8.666667
    12769.200000
    12762.670000    12746.000000    12718.260000    12755.400000
    12725.000000    12706.860000    12702.260000    12715.140000
